   1.0000000000000000       -1.9969687500000000        1.9956783953332160E-004
   1.1000000000000001       -1.9943937500000000        2.6771038545191756E-004
   1.2000000000000000       -1.9888062500000001        3.8296781852886910E-004
   1.3000000000000000       -1.9811500000000000        5.0594241052936365E-004
   1.3999999999999999       -1.9673312500000000        6.8064861940513922E-004
   1.5000000000000000       -1.9522937499999999        8.0947534466905982E-004
   1.6000000000000001       -1.9274187500000000        1.0407628673614676E-003
   1.7000000000000002       -1.8979250000000001        1.2346317746850569E-003
   1.8000000000000000       -1.8606625000000001        1.4846795653326180E-003
   1.8999999999999999       -1.8071562500000000        1.7980911571093075E-003
   2.0000000000000000       -1.7481750000000000        2.1222869086605623E-003
   2.1000000000000001       -1.6647687499999999        2.4990014437101041E-003
   2.2000000000000002       -1.5668312499999999        2.8195697743122650E-003
   2.2999999999999998       -1.4581687500000000        3.1402790242395229E-003
   2.4000000000000004       -1.3384250000000000        3.2586579020560565E-003
   2.5000000000000000       -1.2293687499999999        3.3041716579012724E-003
   2.6000000000000001       -1.1211937500000000        3.1721300492726537E-003
   2.7000000000000002       -1.0303750000000000        3.0488716969335394E-003
   2.7999999999999998      -0.95689374999999999        2.9269496087215240E-003
   2.9000000000000004      -0.89361250000000003        2.6805837353628586E-003
   3.0000000000000000      -0.84549375000000004        2.6330231844217530E-003
   3.1000000000000001      -0.79888749999999997        2.4987154134168067E-003
   3.2000000000000002      -0.75509999999999999        2.4194717934656680E-003
   3.3000000000000003      -0.72032499999999999        2.3492666606590913E-003
   3.4000000000000004      -0.69248125000000005        2.2726352851827696E-003
   3.5000000000000000      -0.66188749999999996        2.2531023348681114E-003
   3.6000000000000001      -0.64003125000000005        2.1872753901158201E-003
   3.7000000000000002      -0.61569375000000004        2.1626197657053478E-003
   3.8000000000000003      -0.59618125000000000        2.1262353150592133E-003
   3.9000000000000004      -0.57478125000000002        2.0996852788384241E-003
   4.0000000000000000      -0.56015625000000002        2.0567131552538397E-003
